===============================================================================
Id,,len,datetime,open,high,low,close,volume,openinterest,MyStrategy,len,datetime,Broker,len,cash,value,BuySell,len,buy,sell,Trades - Net Profit/Loss,len,pnlplus,pnlminus,TimeReturn,len,timereturn
316,,316,2020-05-07 00:00:00,2852.5,2918.25,2850.25,2916.5,828203.0,0.0,MyStrategy,316,737552.0,Broker,316,20084.309983437503,20085.309983437503,BuySell,316,,,Trades - Net Profit/Loss,316,,,TimeReturn,316,0.0031840675777878857
317,,317,2020-05-08 00:00:00,2916.25,2935.5,2898.5,2932.75,563498.0,0.0,MyStrategy,317,737553.0,Broker,317,20100.559983437503,20101.559983437503,BuySell,317,,,Trades - Net Profit/Loss,317,,,TimeReturn,317,0.0008090490021512853
318,,318,2020-05-10 00:00:00,2923.75,2949.25,2918.5,2945.0,84405.0,0.0,MyStrategy,318,737555.0,Broker,318,20112.809983437503,20113.809983437503,BuySell,318,,,Trades - Net Profit/Loss,318,,,TimeReturn,318,0.0006094054396819093
319,,319,2020-05-11 00:00:00,2945.0,2947.5,2892.25,2906.5,816993.0,0.0,MyStrategy,319,737556.0,Broker,319,20074.309983437503,20075.309983437503,BuySell,319,,,Trades - Net Profit/Loss,319,,,TimeReturn,319,-0.001914107771312512
320,,320,2020-05-12 00:00:00,2906.75,2942.5,2828.0,2856.25,1009117.0,0.0,MyStrategy,320,737557.0,Broker,320,20024.059983437503,20025.059983437503,BuySell,320,,,Trades - Net Profit/Loss,320,,,TimeReturn,320,-0.002503074674386485
321,,321,2020-05-13 00:00:00,2856.5,2879.25,2789.0,2815.75,1525349.0,0.0,MyStrategy,321,737558.0,Broker,321,20060.490440387504,20061.490440387504,BuySell,321,,2922.43875,Trades - Net Profit/Loss,321,,-11.325801012499646,TimeReturn,321,0.0018192433371053696
322,,322,2020-05-14 00:00:00,2815.75,2861.0,2763.0,2850.0,1325684.0,0.0,MyStrategy,322,737559.0,Broker,322,20026.240440387504,20027.240440387504,BuySell,322,,,Trades - Net Profit/Loss,322,,,TimeReturn,322,-0.0017072510191490364
323,,323,2020-05-15 00:00:00,2850.0,2865.75,2812.25,2857.25,1060759.0,0.0,MyStrategy,323,737560.0,Broker,323,20018.990440387504,20019.990440387504,BuySell,323,,,Trades - Net Profit/Loss,323,,,TimeReturn,323,-0.000362006938578463
324,,324,2020-05-17 00:00:00,2862.75,2887.75,2852.75,2881.5,89852.0,0.0,MyStrategy,324,737562.0,Broker,324,20027.659181562507,20028.659181562507,BuySell,324,2809.95875,,Trades - Net Profit/Loss,324,,-10.825400937499596,TimeReturn,324,0.0004330042614564267
325,,325,2020-05-18 00:00:00,2881.75,2967.25,2876.75,2942.75,753972.0,0.0,MyStrategy,325,737563.0,Broker,325,20088.909181562507,20089.909181562507,BuySell,325,,,Trades - Net Profit/Loss,325,,,TimeReturn,325,0.0030581178422759425
326,,326,2020-05-19 00:00:00,2942.75,2979.0,2911.25,2938.25,934165.0,0.0,MyStrategy,326,737564.0,Broker,326,20084.409181562507,20085.409181562507,BuySell,326,,,Trades - Net Profit/Loss,326,,,TimeReturn,326,-0.00022399304841702605
327,,327,2020-05-20 00:00:00,2938.5,2978.5,2927.75,2954.25,867336.0,0.0,MyStrategy,327,737565.0,Broker,327,20100.409181562507,20101.409181562507,BuySell,327,,,Trades - Net Profit/Loss,327,,,TimeReturn,327,0.0007965981601554262
328,,328,2020-05-21 00:00:00,2954.25,2975.75,2918.25,2922.25,1111130.0,0.0,MyStrategy,328,737566.0,Broker,328,20068.409181562507,20069.409181562507,BuySell,328,,,Trades - Net Profit/Loss,328,,,TimeReturn,328,-0.0015919281932408325
329,,329,2020-05-22 00:00:00,2922.25,2960.0,2906.5,2959.25,744706.0,0.0,MyStrategy,329,737567.0,Broker,329,20105.409181562507,20106.409181562507,BuySell,329,,,Trades - Net Profit/Loss,329,,,TimeReturn,329,0.001843601855205046
330,,330,2020-05-24 00:00:00,2951.5,2971.75,2950.5,2965.0,63366.0,0.0,MyStrategy,330,737569.0,Broker,330,20111.159181562507,20112.159181562507,BuySell,330,,,Trades - Net Profit/Loss,330,,,TimeReturn,330,0.0002859784632889273
331,,331,2020-05-25 00:00:00,2965.25,3004.75,2962.25,3003.25,180690.0,0.0,MyStrategy,331,737570.0,Broker,331,20149.409181562507,20150.409181562507,BuySell,331,,,Trades - Net Profit/Loss,331,,,TimeReturn,331,0.0019018345894490363
332,,332,2020-05-26 00:00:00,3003.0,3022.5,2986.25,3017.0,885778.0,0.0,MyStrategy,332,737571.0,Broker,332,20163.159181562507,20164.159181562507,BuySell,332,,,Trades - Net Profit/Loss,332,,,TimeReturn,332,0.0006823682772942874
333,,333,2020-05-27 00:00:00,3016.75,3056.5,2968.25,3036.5,1159321.0,0.0,MyStrategy,333,737572.0,Broker,333,20182.659181562507,20183.659181562507,BuySell,333,,,Trades - Net Profit/Loss,333,,,TimeReturn,333,0.0009670623914648235
334,,334,2020-05-28 00:00:00,3036.5,3068.25,3013.75,3029.25,965738.0,0.0,MyStrategy,334,737573.0,Broker,334,20175.409181562507,20176.409181562507,BuySell,334,,,Trades - Net Profit/Loss,334,,,TimeReturn,334,-0.00035920146762202787
335,,335,2020-05-29 00:00:00,3029.5,3061.25,2995.0,3060.0,1067720.0,0.0,MyStrategy,335,737574.0,Broker,335,20206.159181562507,20207.159181562507,BuySell,335,,,Trades - Net Profit/Loss,335,,,TimeReturn,335,0.0015240571165706651
336,,336,2020-05-31 00:00:00,3034.75,3052.0,3010.5,3038.5,130116.0,0.0,MyStrategy,336,737576.0,Broker,336,20184.659181562507,20185.659181562507,BuySell,336,,,Trades - Net Profit/Loss,336,,,TimeReturn,336,-0.0010639793454795266
337,,337,2020-06-01 00:00:00,3038.5,3061.5,3023.5,3043.5,679572.0,0.0,MyStrategy,337,737577.0,Broker,337,20189.659181562507,20190.659181562507,BuySell,337,,,Trades - Net Profit/Loss,337,,,TimeReturn,337,0.0002477006054162345
338,,338,2020-06-02 00:00:00,3043.75,3095.0,3041.5,3087.5,755670.0,0.0,MyStrategy,338,737578.0,Broker,338,20233.659181562507,20234.659181562507,BuySell,338,,,Trades - Net Profit/Loss,338,,,TimeReturn,338,0.0021792255321797516
339,,339,2020-06-03 00:00:00,3087.25,3132.25,3087.0,3113.25,748876.0,0.0,MyStrategy,339,737579.0,Broker,339,20259.409181562507,20260.409181562507,BuySell,339,,,Trades - Net Profit/Loss,339,,,TimeReturn,339,0.0012725689999988354
340,,340,2020-06-04 00:00:00,3113.0,3129.5,3090.25,3127.75,983242.0,0.0,MyStrategy,340,737580.0,Broker,340,20273.909181562507,20274.909181562507,BuySell,340,,,Trades - Net Profit/Loss,340,,,TimeReturn,340,0.0007156814983380055
341,,341,2020-06-05 00:00:00,3127.5,3213.25,3126.75,3188.25,1036238.0,0.0,MyStrategy,341,737581.0,Broker,341,20334.409181562507,20335.409181562507,BuySell,341,,,Trades - Net Profit/Loss,341,,,TimeReturn,341,0.002983983773156229
342,,342,2020-06-07 00:00:00,3195.0,3214.0,3188.75,3196.5,115116.0,0.0,MyStrategy,342,737583.0,Broker,342,20342.659181562507,20343.659181562507,BuySell,342,,,Trades - Net Profit/Loss,342,,,TimeReturn,342,0.0004056962870204739
343,,343,2020-06-08 00:00:00,3196.25,3234.0,3186.0,3225.0,758314.0,0.0,MyStrategy,343,737584.0,Broker,343,20371.159181562507,20372.159181562507,BuySell,343,,,Trades - Net Profit/Loss,343,,,TimeReturn,343,0.0014009279129996166
344,,344,2020-06-09 00:00:00,3225.0,3233.75,3192.75,3225.25,907324.0,0.0,MyStrategy,344,737585.0,Broker,344,20371.409181562507,20372.409181562507,BuySell,344,,,Trades - Net Profit/Loss,344,,,TimeReturn,344,1.2271649645567706e-05
345,,345,2020-06-10 00:00:00,3225.25,3228.25,3156.25,3157.5,1264496.0,0.0,MyStrategy,345,737586.0,Broker,345,20303.659181562507,20304.659181562507,BuySell,345,,,Trades - Net Profit/Loss,345,,,TimeReturn,345,-0.003325576243644046
346,,346,2020-06-11 00:00:00,3157.25,3161.25,2999.0,3046.5,1814139.0,0.0,MyStrategy,346,737587.0,Broker,346,20409.10852873751,20410.10852873751,BuySell,346,,3208.66875,Trades - Net Profit/Loss,346,289.6840441750007,,TimeReturn,346,0.005193357161628942
347,,347,2020-06-12 00:00:00,3047.0,3090.5,3000.25,3010.0,437469.0,0.0,MyStrategy,347,737588.0,Broker,347,20445.60852873751,20446.60852873751,BuySell,347,,,Trades - Net Profit/Loss,347,,,TimeReturn,347,0.0017883295401692756
===============================================================================
Cerebro:
  -----------------------------------------------------------------------------
  - Datas:
    +++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++
    - Data0:
      - Name: 
      - Timeframe: Days
      - Compression: 1
  -----------------------------------------------------------------------------
  - Strategies:
    +++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++
    - MyStrategy:
      *************************************************************************
      - Params:
        - maperiod: 24
      *************************************************************************
      - Indicators:
        .......................................................................
        - ThreeBars:
          - Lines: up, down
          ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
          - Params:
            - size: 3
        .......................................................................
        - CrossOver:
          - Lines: crossover
          - Params: None
        .......................................................................
        - CrossDown:
          - Lines: cross
          - Params: None
      *************************************************************************
      - Observers:
        .......................................................................
        - Broker:
          - Lines: cash, value
          ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
          - Params:
            - fund: None
        .......................................................................
        - BuySell:
          - Lines: buy, sell
          ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
          - Params:
            - barplot: True
            - bardist: 0.015
        .......................................................................
        - Trades:
          - Lines: pnlplus, pnlminus
          ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
          - Params:
            - pnlcomm: True
        .......................................................................
        - TimeReturn:
          - Lines: timereturn
          ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
          - Params:
            - timeframe: None
            - compression: None
            - fund: None
      *************************************************************************
      - Analyzers:
        .......................................................................
        - Value:
          - Begin: 20000.0
          - End: 20446.60852873751
        .......................................................................
        - drawdown:
          ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
          - Params:
            - fund: None
          ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
          - Analysis:
            - len: 0
            - drawdown: 0.0
            - moneydown: 0.0
            """""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""
            - max:
              - len: 260
              - drawdown: 3.2460206950522057
              - moneydown: 650.298509850003
        .......................................................................
        - tradeanalyzer:
          - Params: None
          ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
          - Analysis:
            """""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""
            - total:
              - total: 51
              - open: 1
              - closed: 50
            """""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""
            - streak:
              ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
              - won:
                - current: 1
                - longest: 2
              ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
              - lost:
                - current: 0
                - longest: 6
            """""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""
            - pnl:
              ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
              - gross:
                - total: 390.42950000001474
                - average: 7.808590000000295
              ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
              - net:
                - total: 301.8838551500148
                - average: 6.037677103000297
            """""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""
            - won:
              - total: 16
              ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
              - pnl:
                - total: 1839.6556633750042
                - average: 114.97847896093776
                - max: 501.99027593750014
            """""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""
            - lost:
              - total: 34
              ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
              - pnl:
                - total: -1537.771808224989
                - average: -45.22858259485262
                - max: -154.0342223874998
            """""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""
            - long:
              - total: 25
              ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
              - pnl:
                - total: 300.5721500375076
                - average: 12.022886001500304
                ###############################################################
                - won:
                  - total: 990.0887571250028
                  - average: 99.00887571250027
                  - max: 289.6840441750007
                ###############################################################
                - lost:
                  - total: -689.5166070874951
                  - average: -45.967773805833005
                  - max: -154.0342223874998
              - won: 10
              - lost: 15
            """""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""
            - short:
              - total: 25
              ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
              - pnl:
                - total: 1.311705112507168
                - average: 0.05246820450028672
                ###############################################################
                - won:
                  - total: 849.5669062500014
                  - average: 141.59448437500023
                  - max: 501.99027593750014
                ###############################################################
                - lost:
                  - total: -848.2552011374942
                  - average: -44.6450105861839
                  - max: -104.1084149249997
              - won: 6
              - lost: 19
            """""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""
            - len:
              - total: 338
              - average: 6.76
              - max: 35
              - min: 1
              ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
              - won:
                - total: 212
                - average: 13.25
                - max: 35
                - min: 3
              ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
              - lost:
                - total: 126
                - average: 3.7058823529411766
                - max: 8
                - min: 1
              ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
              - long:
                - total: 229
                - average: 9.16
                - max: 35
                - min: 1
                ###############################################################
                - won:
                  - total: 166
                  - average: 16.6
                  - max: 35
                  - min: 7
                ###############################################################
                - lost:
                  - total: 63
                  - average: 4.2
                  - max: 8
                  - min: 1
              ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
              - short:
                - total: 109
                - average: 4.36
                - max: 15
                - min: 1
                ###############################################################
                - won:
                  - total: 46
                  - average: 7.666666666666667
                  - max: 15
                  - min: 3
                ###############################################################
                - lost:
                  - total: 63
                  - average: 3.3157894736842106
                  - max: 6
                  - min: 1
